n=80;
m=80;
[-1 -1 -1 -1 370 -1 -1 -1 0 -1 -1 -1 146 237 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 455 308 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 350 -1 264 -1 -1 -1 -1 -1 -1 282 205 -1 -1 -1 -1 -1 -1 -1 114 -1 -1 -1 -1 139 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 326]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 482 -1 -1 -1 -1 -1 -1 -1 388 403 413 -1 -1 -1 -1 -1 -1 -1 426 -1 -1 -1 -1 -1 -1 -1 152 -1 -1 -1 103 -1 -1 -1 -1 297 -1 -1 186 -1 -1 -1 267 -1 450 -1 -1 -1 -1 -1 -1 -1 261 -1 -1 -1 464 -1 -1 -1]
[-1 373 433 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 188 286 253 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 349 -1 -1 -1 -1 -1 -1 -1 -1 346 435 -1 -1 382 -1 -1 -1 -1 -1 -1 103 -1 -1 -1 -1 -1 251 -1 -1 -1 -1 383 -1 -1 -1 -1 -1 -1 -1 -1 152]
[-1 -1 -1 290 -1 174 -1 167 -1 -1 -1 0 -1 -1 -1 -1 -1 106 -1 -1 -1 -1 -1 343 -1 -1 -1 -1 -1 -1 -1 389 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 316 -1 -1 392 -1 -1 -1 -1 111 218 414 -1 -1 -1 -1 242 -1 -1 -1 425 -1 385 -1 -1 -1 461 -1 -1 -1 -1 -1 -1 119 -1]
[209 -1 234 -1 -1 -1 -1 -1 146 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 368 396 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 185 -1 396 220 -1 -1 -1 -1 355 -1 -1 460 -1 -1]
[-1 -1 313 -1 478 -1 -1 -1 237 -1 -1 -1 -1 0 -1 -1 -1 -1 223 -1 -1 -1 -1 -1 -1 -1 -1 -1 345 347 427 -1 -1 -1 126 -1 -1 213 -1 -1 -1 -1 -1 405 -1 214 273 -1 -1 357 -1 -1 -1 -1 -1 -1 -1 418 466 -1 -1 -1 418 -1 -1 -1 -1 -1 430 -1 -1 -1 485 -1 472 -1 162 -1 -1 279]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 299 -1 407 -1 471 -1 -1 -1 -1 -1 -1 241 -1 -1 -1 -1 -1 442 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 463 160 -1 -1 -1 -1 -1 -1 -1 -1 353 -1 -1 233 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 248 -1 -1 -1 196 222]
[-1 -1 -1 489 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 251 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 316 -1 -1 315 -1 -1 -1 -1 382 -1 -1 -1 -1 -1 -1 -1 227 -1 -1 -1 -1 -1 -1 -1 -1 -1 268 -1 -1 -1 -1 -1 -1 -1 -1 279 198 -1 -1 -1 -1 277 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 299 -1 0 -1 -1 -1 351 -1 154 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 435 -1 -1 -1 -1 -1 -1 -1 -1 460 -1 276 -1 -1 201 127 -1 354 -1 146 -1 -1 -1 -1 403 -1 -1 -1 -1 -1 -1 -1 139 -1 -1 -1 -1 -1 -1 -1 277 -1 -1 -1 -1 -1 -1]
[-1 134 -1 -1 -1 -1 -1 -1 -1 -1 -1 106 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 406 -1 -1 -1 -1 -1 -1 434 -1 -1 -1 -1 -1 -1 -1 -1 491 -1 -1 -1 249 -1 -1 -1 120 406 -1 -1 -1 495 -1 -1 300 -1 -1 -1 500 -1 -1 496 -1 -1 -1 -1 -1 323 -1 -1 134 -1 -1 -1 -1]
[433 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 223 407 -1 -1 -1 0 -1 -1 378 -1 -1 -1 -1 -1 297 -1 -1 -1 -1 224 -1 322 -1 147 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 184 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 348 -1 -1 -1 -1 141 -1 110]
[-1 -1 -1 -1 -1 -1 -1 199 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 243 -1 -1 450 -1 -1 311 -1 -1 167 -1 -1 -1 -1 -1 -1 202 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 131 -1 -1 -1 -1 -1 -1 -1 338 168 -1 -1 -1 -1 -1 -1 -1 457 -1]
[-1 -1 450 -1 -1 -1 -1 -1 -1 482 188 -1 -1 -1 471 -1 351 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 321 -1 -1 -1 -1 426 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 493 -1 362 -1 -1 -1 -1 417 -1 -1 -1 485 -1 -1 303 -1 272 -1 -1 -1 -1 -1 -1 -1 -1 -1 154 -1 -1 -1]
[-1 -1 -1 -1 304 -1 243 323 -1 -1 286 -1 -1 -1 -1 251 -1 -1 378 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 141 -1 -1 -1 -1 -1 -1 372 -1 111 -1 -1 -1 -1 -1 -1 -1 -1 -1 146 292 -1 -1 446 -1 132 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 140 -1 271 -1]
[-1 -1 -1 -1 -1 212 -1 303 -1 -1 253 -1 -1 -1 -1 -1 154 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 278 -1 -1 238 -1 -1 -1 -1 -1 -1 -1 -1 477 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 332 -1 -1 351 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 380 188 -1]
[-1 -1 -1 -1 -1 -1 -1 397 -1 -1 -1 343 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 315 -1 -1 -1 -1 404 -1 -1 -1 236 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 461 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 451 -1 -1 -1 -1 -1 -1 -1]
[298 -1 314 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 125 296 -1 -1 -1 -1 -1 -1 115 490 -1 -1 -1 -1 -1 -1 -1 318 -1 214 -1 -1 -1 -1 202 -1 -1 -1 -1 -1 -1 103 172 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 100 -1 -1 -1 -1 -1 -1 -1 -1 432]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 289 -1 -1 -1 -1 -1 -1 -1 -1 120 149 -1 -1 -1 411 -1 -1 -1 360 -1 -1 -1 -1 159 -1 -1 -1 -1 -1 -1 -1 -1 263 -1]
[-1 -1 -1 -1 260 -1 335 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 137 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 251 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 474 -1 -1 -1 -1 -1 335 -1 -1 -1 -1 -1 -1 -1 282 -1 331 -1 271 -1 -1 -1 -1 311]
[-1 -1 -1 -1 -1 446 -1 -1 -1 -1 -1 -1 -1 -1 241 -1 -1 406 297 -1 -1 -1 -1 -1 125 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 177 -1 105 -1 -1 -1 -1 -1 352 -1 -1 -1 -1 -1 -1 278 -1 -1 -1 -1 -1 -1 -1 -1 -1 490 -1 -1 -1 -1 -1 408 -1 -1 484 331 -1 -1 -1 -1 104 -1 -1]
[-1 -1 451 -1 -1 283 302 -1 -1 388 -1 -1 -1 345 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 296 -1 -1 -1 0 -1 -1 -1 -1 367 -1 396 -1 -1 -1 -1 -1 316 -1 -1 -1 -1 -1 -1 -1 424 -1 -1 -1 -1 190 -1 -1 -1 307 -1 102 -1 -1 -1 -1 -1 498 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 214]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 403 -1 -1 -1 347 -1 -1 -1 -1 -1 -1 321 -1 -1 -1 -1 -1 137 -1 -1 0 -1 -1 -1 -1 -1 -1 246 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 443 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 269 139 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 455 413 -1 -1 -1 427 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 221 108 -1 -1 320 -1 -1 -1 -1 -1 -1 266 -1 267 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 153 -1 -1 -1 203 -1 -1 -1 -1 -1 -1 232 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 130 -1 -1 -1 -1 -1 308 -1 -1 389 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 278 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 223 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 296 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 246 -1 462 -1 -1 -1 461 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 423 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 224 -1 -1 -1 -1 315 -1 -1 -1 -1 -1 -1 -1 -1 0 468 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 310 -1 -1 -1 -1 -1 -1 -1 263 -1 111 -1 -1 -1 -1 206 -1 -1 -1 -1 -1 453 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 394 -1 -1 -1 -1 -1 -1 -1 442 -1 435 -1 -1 243 -1 -1 -1 -1 -1 -1 -1 -1 367 -1 -1 -1 468 0 428 -1 -1 -1 -1 -1 146 -1 250 -1 -1 -1 -1 456 -1 -1 -1 -1 -1 -1 -1 -1 409 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 100 -1 -1 158 -1 -1 -1 328 -1 -1 297 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 126 -1 -1 -1 434 322 -1 426 -1 238 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 428 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 152 -1 -1 -1 -1 -1 252 271 432 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 149 -1 -1 -1 -1 -1 -1 460 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 316 -1 -1 -1 -1 -1 -1 -1 -1 115 -1 -1 -1 396 -1 221 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 179 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 412 373 279 -1 -1 232 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 213 468 -1 -1 120]
[439 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 147 450 -1 -1 -1 -1 490 -1 -1 -1 -1 246 108 223 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 214 -1 244 -1 -1 -1 -1 -1 -1 -1 -1 494 -1 -1 -1 186 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 161 217 158 -1 -1]
[-1 212 -1 -1 -1 -1 421 -1 -1 -1 -1 -1 -1 213 -1 -1 -1 -1 -1 -1 -1 -1 -1 404 -1 -1 -1 177 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 219 -1 -1 -1 -1 -1 -1 306 -1 -1 203 -1 -1 -1 -1 -1 -1 222 -1]
[-1 -1 -1 -1 -1 296 169 -1 -1 426 -1 -1 -1 -1 -1 315 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 487 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 468 -1 -1 225 444 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 429 -1 -1 -1 -1 -1 -1 -1 349 -1 -1 -1 -1 -1 -1 -1 -1 311 -1 -1 -1 -1 -1 -1 -1 105 -1 -1 320 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 231 362 -1 469 -1 -1 -1 -1 -1 -1 -1 -1 489 -1 -1 -1 -1 -1 -1 -1 131 489 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 249 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 141 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 146 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 245 -1 -1 -1 -1 370 404 357 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 194 -1 -1 -1 -1 -1 -1 294 -1 -1]
[-1 -1 -1 -1 -1 -1 413 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 236 -1 -1 251 -1 316 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 425 -1 -1 225 -1 -1 -1 347 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 281 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 460 -1 -1 167 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 250 -1 179 -1 -1 -1 -1 -1 -1 0 440 -1 -1 -1 -1 -1 -1 -1 -1 -1 235 153 197 -1 -1 -1 -1 -1 -1 -1 -1 -1 176 434 -1 -1 -1 -1 -1 -1 -1 132 -1 -1 392 -1 -1]
[416 -1 -1 -1 442 -1 -1 -1 350 -1 -1 -1 -1 405 -1 382 -1 491 -1 -1 -1 -1 477 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 440 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 272 -1 -1 -1 -1 -1 119 -1 -1 -1]
[-1 -1 -1 -1 320 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 276 -1 -1 -1 -1 -1 -1 -1 318 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 432 -1 -1 364 -1 -1 -1 -1 -1 -1 469 340 -1 316 -1 135 -1 -1 -1 -1 -1 -1 402 -1 -1 -1 254 -1 -1 398 -1 -1]
[-1 223 -1 -1 -1 -1 -1 104 264 -1 -1 -1 -1 214 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 352 -1 -1 -1 -1 -1 -1 -1 -1 214 -1 -1 -1 -1 -1 -1 -1 -1 0 336 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 288 -1 -1 -1 -1 -1 -1 -1 440 -1 485 -1 114 -1 276 -1 -1 -1 -1]
[-1 -1 -1 442 -1 -1 -1 -1 -1 152 -1 316 -1 273 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 214 289 -1 -1 -1 -1 266 -1 -1 -1 152 -1 -1 -1 487 -1 -1 425 -1 -1 -1 336 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 400 -1 -1 -1 -1 350 -1 -1 233 -1 406 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 201 249 184 -1 -1 372 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 456 -1 -1 244 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 367 267 -1 -1 -1 463 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 257 -1 -1 -1 -1 -1 -1 -1 -1 348 -1]
[207 -1 -1 -1 -1 -1 -1 -1 -1 -1 346 -1 -1 -1 -1 -1 127 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 443 267 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 432 -1 -1 367 0 -1 -1 -1 -1 -1 338 200 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 264 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 399 -1 -1 435 392 368 357 -1 -1 -1 -1 -1 202 -1 111 -1 -1 -1 -1 -1 -1 424 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 225 -1 -1 -1 -1 -1 267 -1 0 396 -1 -1 -1 -1 -1 -1 199 -1 -1 -1 -1 -1 -1 390 -1 -1 -1 458 -1 -1 -1 -1 -1 118 -1 -1 -1 291 252]
[-1 -1 166 -1 354 -1 -1 -1 -1 103 -1 -1 396 -1 463 -1 354 -1 -1 -1 493 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 310 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 396 0 -1 -1 -1 -1 -1 -1 341 188 131 -1 -1 -1 112 -1 -1 -1 219 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 165 -1 -1 -1 335 -1 -1 -1 -1 -1 -1 -1 -1 160 227 -1 120 -1 -1 -1 -1 -1 -1 202 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 231 -1 -1 -1 -1 364 -1 -1 -1 -1 -1 -1 0 182 -1 -1 -1 250 -1 -1 -1 -1 -1 -1 -1 109 227 313 -1 -1 201 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 387 282 -1 382 -1 -1 -1 -1 -1 146 406 -1 -1 362 -1 -1 -1 -1 -1 -1 278 -1 -1 -1 -1 -1 -1 252 -1 -1 -1 -1 362 245 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 182 0 -1 -1 -1 -1 -1 -1 483 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 290 -1 -1 -1 -1 -1 -1 -1]
[238 -1 -1 -1 -1 -1 206 -1 205 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 271 412 -1 -1 -1 -1 -1 347 235 -1 -1 -1 -1 463 -1 -1 -1 -1 -1 0 -1 -1 -1 415 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 430 -1 -1 -1 -1]
[-1 -1 -1 282 -1 -1 -1 -1 -1 -1 -1 111 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 190 -1 -1 -1 -1 -1 432 373 -1 -1 -1 469 -1 -1 153 -1 -1 -1 -1 -1 338 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 184 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 262]
[-1 -1 -1 -1 332 435 -1 -1 -1 297 -1 218 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 120 -1 -1 -1 -1 -1 -1 -1 -1 -1 279 -1 -1 -1 -1 -1 -1 197 -1 -1 -1 -1 -1 200 -1 -1 -1 -1 -1 -1 0 415 -1 -1 -1 -1 -1 -1 -1 184 -1 -1 353 -1 -1 -1 -1 -1 324 -1 -1 -1 -1 287 -1]
[197 401 -1 -1 -1 279 -1 -1 -1 -1 -1 414 -1 -1 -1 -1 -1 495 -1 -1 -1 -1 -1 -1 -1 149 474 -1 -1 -1 -1 -1 -1 409 -1 -1 494 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 250 -1 -1 -1 415 0 -1 161 103 -1 -1 384 -1 -1 228 -1 -1 -1 301 -1 -1 265 -1 -1 -1 -1 282 227 -1]
[-1 -1 -1 -1 -1 -1 409 -1 -1 -1 -1 -1 -1 418 -1 -1 403 -1 -1 -1 417 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 468 -1 370 -1 -1 -1 -1 -1 -1 -1 -1 199 341 -1 -1 415 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 155 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 120 -1 -1 -1 -1 186 -1 -1 -1 466 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 103 -1 -1 -1 307 -1 -1 -1 263 -1 -1 232 -1 -1 -1 -1 404 -1 -1 -1 469 -1 -1 -1 -1 -1 188 -1 -1 -1 -1 -1 161 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 416 -1 -1 -1 -1 -1 -1 -1 -1 361 -1 -1]
